auc_top10_eQ,auc_top10_excess,category,delta_error_median,disagreement_median,excess_error_median,fraction_quant_worse,frame,full_error_median,group_id,n,quant_error_median,rho_d_delta,rho_d_eQ,rho_d_excess,sampled_pixels,scene_radius,sequence,top10_precision_eQ,top10_precision_excess,top10_quant_worse_fraction,valid_pixels
0.5195733333333333,0.7254328888888889,toytruck,0.000568969575934504,0.11938229824067653,0.000568969575934504,0.5028,86,0.09499495766433012,g0013,5000,0.10673483153813824,0.23898075682323028,0.34545453839418155,0.258350750459,5000,2.318862406694102,190_20494_39385,0.216,0.242,0.616,12609
0.7525253333333334,0.9139262222222222,toytruck,0.04628991735990062,0.07268979249386984,0.04628991735990062,0.842,119,0.06584367998979553,g0013,5000,0.11026754485272405,0.601200672912027,0.5357508517660341,0.6164212628654272,5000,2.318862406694102,190_20494_39385,0.348,0.422,0.904,8044
0.7276844444444445,0.9232515555555556,toytruck,0.009704332415221617,0.054306303773736825,0.009704332415221617,0.6238,151,0.11684541667378642,g0013,5000,0.13063537055701824,0.3216840225633609,0.08174945962197838,0.42829714506187627,5000,2.318862406694102,190_20494_39385,0.274,0.476,0.534,11353
0.8059324444444445,0.9221213333333333,toytruck,0.03777475714283726,0.08028517571612107,0.03777475714283726,0.8062,184,0.0664895663100904,g0013,5000,0.10532079310474579,0.5617780577351223,0.4126379445055178,0.5604947313862447,5000,2.318862406694102,190_20494_39385,0.326,0.598,0.942,9309
0.7070666666666666,0.9055764444444444,toytruck,0.10131292274559053,0.1336861097249318,0.10131292274559053,0.9588,15,0.06230056912415162,g0014,5000,0.16158581220600632,0.4629151802766072,0.5583026441881057,0.4626714391948289,5000,2.318862406694102,190_20494_39385,0.268,0.406,0.96,10109
0.7177737777777777,0.8680302222222223,toytruck,0.005326953391193309,0.07211955616516899,0.005326953391193309,0.558,48,0.10647198805054536,g0014,5000,0.101842800589386,0.18184875444195017,-0.08240284956811399,0.27101151600995005,5000,2.318862406694102,190_20494_39385,0.264,0.308,0.466,10388
0.4244471111111111,0.7691937777777778,toytruck,-0.00878177275448623,0.10689555779484197,0.0,0.4406,87,0.09425928749113344,g0014,5000,0.10003249232502479,0.42317868233514727,0.187620449776818,0.4460285870755865,5000,2.318862406694102,190_20494_39385,0.108,0.298,0.816,14692
0.3781342222222222,0.8679066666666667,toytruck,0.020248783429951706,0.06525234890923123,0.020248783429951706,0.7046,120,0.06459156535621233,g0014,5000,0.09350671363814295,0.15956869905474796,0.12934568619782744,0.17984369979987808,5000,2.318862406694102,190_20494_39385,0.056,0.366,0.664,8622
0.31254977777777776,0.3150488888888889,toytruck,-0.0445746994058219,0.07189553360965598,0.0,0.1946,152,0.12064507621950979,g0014,5000,0.07797465192763081,-0.6795157602366304,-0.3847896422715857,-0.3429386264954323,5000,2.318862406694102,190_20494_39385,0.026,0.108,0.126,11022
0.36914933333333333,0.7297164444444444,toytruck,-0.004984310129953991,0.051342573463077024,0.0,0.4466,185,0.06759491729376785,g0014,5000,0.06697426558456496,-0.20308019093920765,-0.13506696137067845,-0.0428038660752552,5000,2.318862406694102,190_20494_39385,0.112,0.31,0.574,7782
0.6230257777777778,0.8132493333333334,toytruck,0.12115942396391279,0.14955032229345516,0.12115942396391279,0.9686,16,0.08433559519742707,g0015,5000,0.1979599880095465,0.18600212136008484,0.1817179830447193,0.18593063087732312,5000,2.318862406694102,190_20494_39385,0.246,0.294,0.984,10040
0.8126271111111111,0.9486955555555555,toytruck,0.028067722615254816,0.08744670410853264,0.028067722615254816,0.8236,49,0.11160022624467622,g0015,5000,0.13541773168534887,0.340157049862282,0.17077490641499626,0.3493181853887281,5000,2.318862406694102,190_20494_39385,0.478,0.59,0.802,10465
